21784946	944803	946033
11697903	3753	688173
20840750	18627	12953
22878415	10208	6612
19176810	120892	8772
11971877	9051	5782
20953186	7189	10758
17540175	3265	18706
16630557	854016	851752
21850687	10935	120892
10444103	4330328	4334140
15831486	13449	20779
19716822	842710	829541
15254196	7157	29031019
22491013	1601	4040
15485833	852536	8976
24412932	6622	25
11402167	832494	833502
21658387	120892	207
9422760	26469	9051
12670962	948430	947335
14715275	3772007	39844
11799244	10142	3784
17047026	317719	317719
10869553	20198	20193
12571249	5578	6385
21984795	945420	946345
21984795	945843	946345
21984795	946345	946345
16151013	598	27113
14707132	9943	29431
21903585	11144	10635
16449236	2296	5308
11124807	174137	176548
21468031	41602	41602
9488481	11911	13144
9488481	13144	13144
12907709	2542097	2541942
16166382	1973	1982
19732766	3096	84916
11302744	191575	4221
20388642	10133	4218
18216290	24669	84686
16619031	853752	853355
20067578	120892	5608
24024660	910696	910696
18588881	14248	108058
22854040	10133	79735
17157260	852295	854230
10633111	1137497	1137498
10633111	1137498	1137498
9263453	542351	542354
19798056	1213	10040
15143163	23184	4041
16126728	5515	3551
11397791	4846	801
9162036	116563	192152
24349490	54734	5289
20935634	355	8772
10602478	58497	4830
11579209	11651	5770
20802522	4602	7341
19927120	66724	78294
19927120	68652	78294
7518772	19262	14784
7518772	19262	20779
21505419	850349	855739
11226162	817857	830996
15205937	8048	88
15205937	8048	4892
21795333	3783750	7329
9202023	10413	22377
11278869	83853	10566
11278869	10566	54763
21785459	8772	11315
16221672	11093	7450
22430200	10616	55072
18162466	23035	5579
19395483	946467	948430
19395483	947970	948430
19395483	947335	948430
19395483	1446481	948430
21751375	1387	1499
18226242	4673	155871
12861019	5829	175532
16762039	13016	3090
16762039	13017	3090
24553140	55054	836
21122069	280930	280930
23059983	7099	7099
23892456	71950	20674
12044636	6622	9627
12586840	7020	2033
20644138	899562	899562
21097510	11315	229603
24802387	117579	339403
11046132	5159	100009196
22363216	246310	120892
12445118	818581	836431
12445118	818581	843928
25225338	1832	22919
16293620	3361711	3361714
19153231	3661	29110
19153231	9641	911827
12799422	5829	1398
12799422	9564	1398
7935368	3643	3667
17721446	851803	851811
22555612	639	15182
10413501	6050	283
10413501	6050	282340
15020601	114548	29108
17909018	1029	1019
18571510	842733	830586
16488394	7454	7456
20360685	15270	26926
19625296	1855	120892
9428767	856382	854387
11018522	17475	3815
23064147	179592	178345
10722738	466	1460853
10722738	1385	1460853
10722738	1387	1460853
15156152	3693	17909
14508515	4627	4221
9425168	12927	396416
9025305	837225	832123
22001206	1803	1803
21292163	55149	55149
25616961	29978	3178
11375976	472	7013
10747027	27221	12412
10747027	12412	21849
21320496	10006	11350
22014570	1499	2305
10846174	3565776	179943
16628218	1124	5879
10409688	854026	853071
19609323	79728	675
17306257	6452	28988
17306257	6452	30011
16525503	10277	4287
16525503	4287	7415
24785777	945654	945654
9882311	29031019	6908
15070733	8945	7465
16474402	4193	7874
16474402	7157	7874
20642453	120892	7531
18550827	825648	814786
17296936	29386	546
11880648	887477	887598
11278422	396171	7159
19322201	1994	7316
20921992	4170	12125
8922390	396422	395832
16249186	1489171	5925
16249186	1489171	1871
11283256	8476	8476
19172740	853178	853910
15292222	1613	4659
14532330	7957	5507
14527422	2542872	2542637
20363945	29200594	29200594
20363945	29200594	29200597
19262565	80854	5970
22487239	811	182
22487239	821	182
22487239	182	4854
20705607	7157	4194
20705607	4193	7322
10677492	851366	852862
10677492	851366	854252
10602480	64391	64513
17213653	852290	856862
10704439	854191	853439
19497856	2139	6495
10415025	5778	5594
22345554	80854	9971
23511974	9662	55835
18242179	7533	84254
11741893	51765	51765
12163175	856862	854183
10805725	1956	5287
23220480	120892	120892
18676636	2296	708
12668732	6868	1739
16682949	54820	983
16682949	54820	22891
15582318	7273	8557
15582318	8048	8557
15582318	51778	8557
10880439	801	3756
16717130	28964	395832
16717130	28964	5058
9341137	83583	24803
9341137	83583	81754
23532844	54806	4867
23532844	54806	9001
21203436	821400	818429
21828050	8452	55975
18335997	4756	148738
17357085	14048	147912
16446454	940450	843928
20007317	856060	1466445
16286470	5594	1843
21135508	1674	4534
17558407	261734	23322
25143260	1728	1728
18203920	837958	837958
16996049	174233	173137
24788516	11091	284058
17711851	2802	64746
21481793	154796	4771
21481793	154796	55114
17855368	857	3397
20561531	14794	5074
20561531	5074	80176
20561531	5074	92369
9990021	5147	6103
18171471	395832	396416
21531806	878129	878129
14685257	26986	10605
14685257	26986	51247
22634751	5111	1028
11157984	10458	998
10336672	25252	24409
10336672	24409	29495
17875641	2539634	2541987
9388232	596	572
9388232	598	572
9388232	596	581
9388232	598	581
14567693	100009226	8671
20150898	852666	852276
21247419	19416	13864
16510448	5111	57804
10097141	5310	5311
10097141	5311	7220
9299557	22631	7128
9299557	22629	7128
15951562	17776	5728
15951562	25252	5728
15951562	113970	5728
21376235	852582	856425
10430869	65178	11772
10430869	11772	13858
10430869	11772	117277
10430869	11772	60668
14507921	84168	3361714
16775625	5218	7529
16775625	5218	7531
16775625	5218	7533
16775625	5218	10971
21816275	945741	945740
11323411	2549	5781
16266891	5292	6223
15447654	843928	835842
16782870	855621	854656
10887186	280756	4901
10373560	9088	983
10373560	891	9088
16003391	819232	817245
12626716	856222	850983
12626716	853555	856222
8944023	580	672
20952388	842951	817148
12813456	1489079	8850
11230129	821016	835697
16260786	900095	899875
10913138	6285	6271
10913138	6277	6285
10913138	6282	6285
9264463	1499	12385
9264463	3728	12385
23299941	851163	851163
15601840	2539020	2541587
24351927	120892	5566
14669021	37687	43327
15930137	7957	378884
19712061	120892	120892
16571665	825714	835809
27013965	120892	120892
22493017	945843	946345
17586626	877855	877852
17586626	877851	877855
15161910	79858	4751
16267044	835815	100297344
22020124	55835	6491
19197237	5824	5195
19197237	5830	5195
19731236	5205	55754
25036739	801	6262
11591686	947567	948496
19515790	823732	817675
16831423	10174	25
8670882	23647	5879
24469399	268749	8517
24469399	268749	7316
12414623	4292	9156
16278047	26260	6500
11265755	2099	10499
20935625	58	1759
15175337	100297344	79239
12917342	6602	24413
21765395	30705	619412
17626883	5295	282306
17170703	841	367
21220045	1824	5318
19033529	843609	817927
17054981	10392	8767
16148006	26413	19279
16148006	26413	67603
16284401	116478	1399
21262861	55553	6473
10202051	7454	7456
12432066	16202	3987
10659709	842733	830586
10659709	842733	838812
15150219	824923	828213
19933576	77053	23224
19933576	4000	77053
18583962	16871	16392
24805197	3270	20191
11278685	10413	7161
18192679	3064	9001
22612223	11140	120892
11726501	854191	852762
11726501	854191	853422
11726501	854191	853439
19103591	947053	947054
15350218	65125	24805
25680527	8544	602
10512882	396442	396416
24726729	60421	7555
18154663	13858	9185
23856421	8813	54344
18046459	3482	3481
12646039	841722	838073
10656681	4297	4297
10656681	40133	40133
10656681	41737	41737
17446860	856021	851641
12649160	2189	2175
12649160	2176	2178
12649160	2177	2178
12649160	2189	2188
22334672	23636	24271474
17237231	84376	4481
21896487	24904	24904
17350623	7428	5590
16098514	6009	2475
16098514	121268	2475
18309291	179424	179338
16873060	1457	5371
22892567	58942	21770
15131699	598	581
15131699	598	598
8114715	3932	5777
26752685	55662	55611
19236849	1457	23411
21073465	120892	120892
18976727	19712	144165
10318831	67903	20352
10318831	67903	20353
10982829	20848	3569
15983381	1616	11315
18768751	1793	9844
10835346	8818	54344
10835346	8813	54344
9024666	175643	3565776
20124439	338328	4023
18307994	10133	29110
17314099	4830	11171
23870315	8575	23586
14551211	855132	851813
7541045	3480	3667
7541045	3480	6464
16478480	801	3756
11134024	173914	180367
15533940	281078	3092
15533940	281698	3092
15533940	281078	29816
15533940	281698	29816
15533940	281080	281698
11801603	331	56616
23520446	1956	6790
8246997	5970	5970
23290633	10999	348938
12117771	23139	54825
17298945	7157	9820
15141091	14048	20471
15798189	850888	852724
21601571	474180	403568
8626665	2958	2958
11842245	1489608	10210
11842245	4192013	10210
11842245	10210	7157
15526038	43	8292
12601044	1410	1410
12601044	1415	1410
12601044	1420	1410
12601044	1410	102724652
12601044	1415	102724652
12601044	1420	102724652
12601044	3315	102724652
20972225	850883	850883
19765570	8624357	8625242
19765570	8625242	8625242
12050133	14797	20473
19647741	7534	4137
12869544	839248	827934
12869544	839248	839248
21209940	15902	17927
11163258	7283	67203
11134025	173914	180367
21398549	1137497	1137497
21382479	637	857
10713164	4851	22938
21615688	5605	1739
9430655	4771	9368
9343432	41168	31181
24464040	120892	24679
23949442	23557	120892
15173383	2542083	2540255
22279592	1947	2064
22291198	829301	820135
20371544	231134	18198
21063388	27327	26986
14561633	822415	834133
14561633	832523	834133
18688255	51692	53981
11923305	5786	6714
12221107	26119	163
12221107	26119	3949
20594350	55749	97064
15733871	817245	828525
12634384	142	29031017
12692227	1050	1489080
16537536	723780	374074
16537536	723780	418514
16537536	723780	100857439
16537536	723780	100858049
11793469	4292	107984056
17704763	838883	835842
9520446	9020	1147
12434308	516175	5925
25653285	15114	282004
22575647	4193	8431
16763556	7316	5429
16763556	11201	7316
11604410	331	27429
11713520	821879	825473
11713520	839568	825473
18498651	155030	6780
18498651	155030	155030
26221972	4068	4063
20664522	1460	1639
20664522	65201	1639
20664522	1460	65201
20664522	5347	65201
21108945	2033	4683
19185023	548626	374143
20158519	19262	6714
19644450	382	9043
23348841	172391	177435
17462627	2010	23224
17462627	2010	23345
12782684	855625	851209
22998870	120892	6456
25132288	814514	811723
15901727	947275	947274
15009215	2010	9774
24256567	7535	72828
22404908	5364	29984
7629138	2885	6654
7629138	2885	6655
11846417	88	7273
11846417	7273	8557
10675328	40009	39753
10675328	40014	39753
10675328	40015	39753
21586138	57630	6478
16103886	1489078	23513
16766694	820850	820850
18769030	171373	105689
15171681	6286	6271
16963558	956533	5296
12612071	5308	5308
25040622	9051	26191
17906639	7157	5300
18067539	945651	945510
12679424	3667	18708
17545281	880376	877857
23584531	10059	10059
10488108	836616	817857
19013157	946267	945625
20693326	947921	947921
12802020	7251	9146
19632990	2220	5806
12084722	335	19
18775314	3267	6845
