20159986	4454	788
26385096	20322	468
9067577	38021	3783
11950062	7288	74943
10669742	15849	7674
15358376	1793	460
8662907	81850	128359
19789182	91	2866
8804434	21040	1930
27339457	20437	32339
18201104	68069	134804
18635949	68464	37894
19903340	265	136787
24980502	41686	6221
16476738	20936	20280
9312058	1793	460
26744328	18982	293
18199681	981	68498
9067577	38021	50501
10644689	20064	20064
22553920	4224	4224
14724178	397925	399289
23770285	9717	135715
20688913	74306	460
14645097	100750531	2811
12023952	55639	37670
27339457	30958	32339
7731720	2063	3197
15541764	4768	28
23798621	7288	460
12417530	591	60
15579463	2999	1708
8805302	128352	495
24585775	55444	21267
9593259	38021	3783
10627461	30972	56528
12021405	1580	21098
25691752	84635	37922
12829704	4176	56412
18667537	56760	7186
21084607	3785	1793
12888550	55477	55477
14665635	38295	38295
17244621	3626	3626
18281688	155348	155348
8621645	55890	1330
14512419	984	179
9546424	50501	31361
11520784	187	3686
8529673	1898	7934
12808025	854113	855387
11158326	1204	7674
16848763	137331	37670
17640984	4049	7889
17724026	215	55681
14647410	31310	31310
17595163	2534	2875
24375709	91	11544
10931950	74409	2999
20479242	55561	37423
15736952	7184	4320
26876500	4674	4856
10358088	4452	134005
8816443	68986	55899
11063739	101538	105435
22553920	4224	1576
14701845	38268	48145
8959326	31361	2122
22451851	74514	123986
15116094	105677	49308
11448951	829	496
16877710	429	55444
1940342	488	47955
9786907	55859	55859
12446613	1542	2122
24055812	3783	3687
8846784	37670	56412
7589433	30997	7889
16969499	5276	460
10318858	12938	37297
15033987	100009540	100328942
26149501	21267	23484
25450693	4940	32116
8665852	37990	21249
15523651	3947	5074
16311512	38289	31185
11170396	68176	10439
10856301	113557	11615
16371368	2122	69067
17594292	55572	74841
28011284	8665	56760
12137565	137169	99414
14691576	3772	37304
8561868	55890	2168
20210365	31382	947
15769741	37447	37447
15769741	22401	22401
10581258	31777	460
11867621	37276	3183
16702958	105677	3197
9234717	3802	31361
14724178	397925	399097
8911681	81850	3783
10995739	3785	31039
21653319	2155	3192
8797861	491	7784
11551930	20865	460
20097748	74417	11136
9791008	20457	2391
19114660	1905	84384
7692233	1960	7889
16856878	57102	14613
19122147	37936	270
23086950	1673	1673
17332320	3273	20457
8664285	426	143
7682895	1960	7889
8437840	74303	74303
19933846	48145	3197
19015526	30952	56723
14623899	3260	4049
16672228	3293231	3791
16038803	1576	1997
1547276	55444	466
11463845	333	3785
8662907	81850	55575
14701845	55429	68464
9003773	272	496
9819392	2168	35136
17764085	139	55742
17653056	4501	37670
15590636	20090	4049
27325299	20865	7657
9891036	47906	121574
12673200	55430	2467
14660614	2408	7674
9360957	27	533
9166661	4049	7889
10391677	1960	2122
9628846	264	47948
27758855	155459	4193
16723738	68176	69170
7678409	74545	3783
11781841	1460853	8295
21768120	646	15596
12682072	8664	272
8672451	30948	2197
8183372	7889	4473
23658024	3318	10077
8911681	81850	128359
22193384	30992	3556
11799106	460	7863
20615419	1934	1934
10318858	21120	37297
22623798	1489820	1489821
15133049	460	22953
9593259	38021	4117
18387945	38143	20929
15735747	55976	3454
10400710	1489078	1489078
16545942	68073	1256
9858607	272	37942
16020478	4049	7889
8798701	1877	1876
11602604	74545	2196
16229872	155971	801
11069923	1239155	9564
10620507	48145	20724
10092663	2425	31262
23267009	2208	460
18791937	37304	55444
11809791	3882	187
21626703	460	460
19048033	1466	74545
8798490	68986	55899
9058485	429	55444
15069075	4049	55681
16027149	20166	32116
10677230	47960	40715
9890944	1234	155971
12374801	587	117
19933846	37670	3197
26531778	265	3137
19124613	599	20920
19015526	1793	56723
10644696	134475	55576
7589433	20090	7889
9226170	143	466
12023952	55639	1997
9465038	55465	4556
26407691	56589	32787
9228058	27	533
22214764	460	8003
12149229	1576	21033
24568842	20090	572
14699166	56589	21120
24956593	105677	105262
25202009	74294	817
15044319	55484	1734
9305633	1950	40715
18497968	31165	50038
26711254	124023	3623
18201104	55597	134804
17716621	130650	70869
22811067	3273	3881
16284184	1542	2122
9070439	121718	37664
19332559	460	2489
8106517	49034	6945
25703721	84397	23324
15247219	104408	16542
14752512	68209	7242
11447225	20865	460
16679321	55430	81697
10766840	55629	1334
17640984	3785	4049
12857726	7811	2119
24383527	4669	7314
16338176	208	133560
20615419	1934	3674
10887184	48145	55890
17766419	895704	895429
21965652	74409	1791
11313253	3908	37304
16144832	22953	654
12052829	37691	7934
9200712	55728	2462
17559069	4799	121574
9973410	128352	2401
12036950	25479186	26037
20145150	134179	1978
9425086	74523	56528
14676211	11881	2744
11546794	20457	21249
11742726	527	293
16081517	28	4768
11062062	1483	74545
7721887	143	466
12782621	69032	21267
12433927	460	460
15659546	4622	265
15247208	128226	128418
27287717	74545	23168
10980193	4194	1708
12149229	37560	1576
16049007	41075	20580
21697482	1460854	1616
18497968	31165	37912
8605870	20966	37912
19885567	40849	31139
9099695	495516	495516
7530509	187	187
15736952	4320	1264
7908733	74545	3273
14512419	179	4765
17468108	88479	20092
9891077	460	3960
21978935	2820	2836
11311142	116234	68986
19874472	3260	56528
11278485	10439	6149
12559036	7663	3802
11551930	3690	460
12149263	37990	7399
10986290	47906	12938
9119005	100155402	414283
21144847	8410	2063
8662907	996	1576
10891446	3772	55444
17653056	31777	4501
12953057	137089	37976
7682895	1960	1997
8943292	81850	3802
9593259	38021	3802
11162638	48068	293
8623535	1489075	1489080
14736710	37256	2680
26672965	51880	117702
24055812	3687	21120
11431472	7921	20629
27339457	32339	2645
15714521	47922	80163
25911675	1094	31189
2834865	29031019	7157
20159986	81697	788
17008717	136	56528
8911681	81850	4117
25110572	136285	121702
19843520	20247	21267
15014082	40378	38969
8959326	74545	2122
16519964	625	7523
14715079	55937	31310
19351720	37914	55429
10202144	1793	460
17689488	2418	37264
16252010	3395	129707
9178913	3783	3192
24332715	9061	134005
19048033	74545	2431
17766419	895704	895704
14645919	3783746	983
15140974	11987	1491875
15703304	130668	2122
19843520	1057	22999
22629372	56299	56299
23658024	3318	37697
9482104	963	55430
24163826	4654	37304
8798701	1876	1898
24450359	3000	10439
18591664	48034	2331
10196222	4504	7934
17594292	74841	121574
25241353	55429	8008
15485912	49610	2781
8662907	996	81850
16376338	100743	56528
11478883	1533	37304
11520787	109	21428
26531778	74545	3137
9725829	88757	20100
10377409	3687	55740
10561590	90874	1793
15618221	38289	2489
8529673	1997	1898
11700320	1119	143
11170396	10439	2981
12038791	143	466
25110572	136285	134045
14645129	138167	136586
19874472	143	56528
11172034	460	31189
10672519	215	23480
24681347	71688	55484
15865443	37670	828
15134438	20090	7889
10210183	37990	3197
8940081	3881	1960
11950062	72248	74943
11432831	81850	56760
11119718	3881	7314
19568783	1793	460
8846784	31777	56412
15712268	327	327
22629372	2539963	2543441
14985338	37941	8817
11773052	38148	14164
10373493	1997	31052
17884818	55624	20834
9425086	143	56528
23378270	14452	41142
10694430	4892	5574
10657242	105262	121574
25411383	37423	37423
12149263	55890	7399
9188101	168	1666
11821392	1152	293
10196222	4504	37670
17368182	90874	37297
11237865	105677	1527
11923476	417	20064
20559570	20411	1510
20097748	39203	11136
15064755	926	20911
10727532	1223	1566
9312058	460	460
11306463	55429	272
16055726	88581	1793
15910284	8632	100680
23653349	1936	37670
15699036	55444	3961
19228120	9774	9774
11331421	293	3987
22496359	7889	13057
11847211	3817	3802
9546424	81850	31361
7505116	95	7889
10766840	55429	1334
26994142	20353	2794
15864295	208	4083
7499408	226	55661
1645337	74303	1960
11162493	3361714	3361726
16793002	74545	134804
16631117	2338	5574
9832503	1334	55629
8810259	38024	134804
8084002	2652980	5925
16107690	3785	1549
27648839	155030	155807
11726610	7889	20090
10608804	3802	38021
24483153	30960	7859
24928514	38148	56685
15910284	3785	8632
9162084	47925	21120
12953057	39720	37976
9188501	116234	135949
7961819	55496	1324
27940962	3828	38262
11175351	50501	81850
7622467	14	3556
8626511	55890	4562
24375709	11544	41321
17724026	55681	309
26407691	32787	11281
9677338	20457	7889
18093912	17517	85014
18815136	55655	128514
19020088	4687	56761
9632788	3828	460
23264647	74741	38962
19843520	1057	20247
17223698	443057	7318
21866565	74545	121574
24747173	10664	39748
11773052	38148	64653
7692233	38148	1960
14676211	56379	11881
11855836	3785	108
19843520	55444	21267
27807029	10189	920835
12359306	74545	134804
12878163	81850	187
15695813	48343	74514
15053879	37942	460
11180407	55572	460
1940342	488	360
16020478	4049	2122
14517323	38236	121574
10620507	55681	20724
15489903	2208	460
27426733	135715	135715
20361980	55661	48145
14500659	56589	3395
9252386	1576	7934
27339457	32339	522
16476447	55437	1997
25652011	20974	74514
21978935	7657	2836
16376338	121574	56528
9190208	55429	272
10617634	3785	69035
12684503	4275	88401
7539802	187	56424
9537673	14	20172
14715079	21197	31310
11877416	460	5574
10383403	4845	37667
8557678	563	55916
16141217	3785	10309
18635949	68524	37894
8816443	68377	55899
11136978	55890	68269
15913697	922351	922351
10454553	48145	2162
12122014	3273	48104
27407148	38189	460
10373493	21249	31052
8898204	1936	123986
23897824	2353	75163
16156650	30970	123986
15541764	28	7859
18387945	20929	3687
9593259	38021	50501
12393553	143	466
11742726	7639	293
20230784	14376	107244
18497968	31165	7657
16371368	2122	20680
27657329	460	52
8816443	68377	21010
8764048	272	569
15736952	1789	1264
7721887	426	143
11773052	14164	136714
19048033	1483	74545
14701845	55429	38268
17724026	56469	55681
10783152	4846	68212
14996834	2717038	5723799
25544752	100661	31777
15297464	3817	3802
15592520	223	68982
16873377	2122	187
7609904	30992	121574
26149501	3785	23484
21978935	2670	2836
8816443	68986	21010
15219201	37304	55444
9368069	55661	3197
17158150	11168	155348
8529673	7889	1898
19048033	20457	8509
17369852	6797	22953
11170396	68997	10439
23640887	38075	55707
10944109	55477	1566
9546424	1960	2168
10194435	3772	55444
7559499	95	7889
19690147	3197	4267
15589845	81703	11889
8626511	55890	48145
22302998	2412	20917
25703721	84397	4501
8700533	3273	56577
23848298	250	20104
26639316	22758	12972
11448951	828	829
9777370	1483	74545
23897824	75163	75163
23612964	3273	1542
10191253	37660	2035
21978935	3690	2836
16679305	37990	48145
19292454	116117	4380
24114843	22398	1249
14647410	31310	21197
26025129	32441	37867
17300802	2162	2163
25241353	55429	160
9710621	3273	3273
24297439	74658	135608
11306590	68069	134804
17369112	113978	50690
16831867	8240	2155
24332715	23268	985945
10933782	14	3556
16547100	178855	181055
14633983	90874	9970
25978431	68387	210
17595163	20885	2875
17846166	38137	68069
18996087	30952	4137
12023952	55639	21120
10995764	7517	7934
9173873	55473	55473
10206973	332	332
12058028	333	31777
10837138	1980	74458
15580564	292	37827
24308844	21084	56334
10068444	74545	74545
16371368	1576	2122
9058485	37304	55444
21508668	460	3960
10191192	541651	935291
20055437	273	276
8637717	333	1945
27566175	48420	68203
25115399	36212	7242
12514174	56334	56760
17468108	3772	55444
9258433	20444	128489
12050230	4768	30960
17361990	68069	68069
24347472	28	55942
12042306	40237	208
11431472	128399	20629
17724026	55681	68050
14676211	692	11881
10611223	3189	1936
11416144	460	8003
9322914	24890	281097
8911681	81850	50501
10037723	208	133560
9639514	143	466
12097319	55963	3960
19124613	2515	20920
11119718	21249	7314
14597981	3772	37304
14512419	4765	179
26711254	31563	124023
27906179	34271	34271
16738310	527	460
9811754	5594	944569
10931950	2999	37670
7522165	1646	3687
9973410	128352	495
11882361	7498	1576
16365045	55629	1747
9067577	38021	4117
12589802	95	21033
18387945	20929	2530
15381704	40693	55679
9791008	20457	3686
8084002	2652980	5933
16756945	7934	397
24086544	37248	1744
15282306	74545	5017
10454553	2162	3197
10506747	68195	11491
9126929	27	533
14506284	137230	21120
22902837	646	56577
12559036	7663	101538
12933808	645	20869
14676211	173	11881
26961874	68209	86986
16314417	41919	41919
23758859	1905	3541
12058028	333	56760
15855166	31382	947
27703006	68464	48145
28011284	38096	8665
26679646	1035148	28988
12477814	921342	5
16156650	4224	123986
17056590	55642	37608
1547276	3772	55444
17368182	21002	37297
20525692	123934	121574
10419452	415698	769475
20090955	18982	3021
11882361	1576	69067
19917604	7924	7924
20647423	49590	128426
15735705	1794	68203
15703304	130668	56589
18202149	713	21120
12400015	47906	5276
12660155	56812	2228
16873377	69067	2122
21144847	8410	1788
11726610	21249	7889
11877416	13245	5574
11514541	55890	21249
20843805	399396	55503
14701845	55429	1334
16081517	28	4764
10677230	55532	47960
19917604	7924	460
26164367	37423	134804
19843520	22999	21267
10562557	460	5574
16702958	3197	105677
24967972	1399	136777
9506989	3882	20090
12215524	210	1945
10608804	38021	50501
10497223	55444	21267
16545942	68073	133930
9593259	38021	4669
21653319	3783	2155
11386849	2220	37297
27254819	31389	11886
9546424	38021	31361
9060610	1844	1844
8798701	1876	1877
14517323	38236	32204
17244621	3626	37670
11162493	3361711	3361714
2288878	29031019	5925
8898204	3785	1936
12522011	143	30972
9528769	47906	55703
9671495	11059	11059
15933712	1265	460
15700267	81850	55575
16365047	4531	293
16775013	8937	69013
9525869	68069	55484
16702950	74545	15856
16000312	1239198	1449452
12077252	21249	4473
11431330	265	8189
9425086	30972	56528
15485912	130538	2781
10777545	31061	31777
8553584	48134	48134
24332715	9061	136779
8898204	3785	55899
9677323	74303	31361
11751919	7485	36025
14679215	399276	5598
15469940	2670	460
10358085	37304	55444
9506989	3882	30997
10504396	1645	535
8943292	38021	50501
11171059	7299	121574
14573774	68073	133930
16371368	3687	2122
8827714	1793	110649
11742726	7242	293
8034624	3687	123986
20359967	4224	74545
7682895	1960	2168
8550609	20189	1566
27758855	155459	865
20808790	460	68203
25110572	136285	81889
17994549	36327	36327
24475316	74387	35252
9593259	38021	37697
14752512	48053	7639
10627461	143	56528
21866565	1960	121574
12415268	1171	465
8662907	81850	50501
9482104	55429	55430
22233518	945634	946390
14633983	37660	9970
11598113	68380	68151
9560220	37257	20186
9178913	1576	3192
11940572	3273	21120
10504396	535	88705
16672228	2321	3293231
19843520	1057	55444
8959326	1576	2122
11024046	426	143
24334288	307	307
11877416	1679	5574
10884387	850594	851452
12368318	1489856	4804
7535778	31361	1997
9305633	55628	1950
9058485	428	55444
9087165	3273	7934
10383403	4846	37667
7629119	56383	75191
9506989	74545	3882
11683636	426	143
24747173	10664	40954
11175351	50501	38021
12215524	149	1945
9380408	3817	1576
11880649	4599	956556
15769741	37447	397
